VehicleID,Amount (Million Naira)
VHL10534,3.0243214307088153
VHL14120,4.308590017233665
VHL10206,7.7489690330084615
VHL13595,11.349917509741545
VHL15887,5.694614496787983
VHL12672,5.86218328156221
VHL19770,4.475257935465539
VHL13026,12.038647647684996
VHL12635,8.390992598587202
VHL14014,5.402239395668232
VHL19238,4.408364743639507
VHL18156,5.492043742107102
VHL13087,7.555570976262539
VHL13743,2.856752645934588
VHL19323,91.53360773189551
VHL16129,7.06023889506501
VHL17626,5.005884358844531
VHL14525,2.856752645934588
VHL15597,56.19708519282335
VHL19429,7.020744685199184
VHL14074,16.547202896288194
VHL17422,84.39268415564929
VHL11861,23.514674594542516
VHL19828,25.726902812577688
VHL14000,4.408364743639507
VHL12312,5.937065686731587
VHL16257,2.856752645934588
VHL14859,10.054623496794214
VHL16048,4.308590017233665
VHL14039,2.856752645934588
VHL10296,4.475257935465539
VHL14949,2.690084727702714
VHL17034,25.726902812577688
VHL17149,18.432048733310438
VHL19677,7.2462265944929
VHL14433,5.005884358844531
VHL16582,7.112598549161165
VHL10059,14.232791841099873
VHL17140,12.038647647684996
VHL10364,5.937065686731587
VHL16932,5.005884358844531
VHL18587,8.29346357720681
VHL13635,2.856752645934588
VHL18371,24.01222554145441
VHL19622,11.900040107900242
VHL18669,16.547202896288194
VHL17359,2.856752645934588
VHL19788,9.086708488432029
VHL19078,18.432048733310438
VHL12673,4.911107182155068
VHL17895,2.856752645934588
VHL18950,20.39955495780738
VHL13562,45.606772207704445
VHL11306,19.868928534428385
VHL15496,5.494093259630215
VHL11927,16.752522509304825
VHL10392,28.05318253411506
VHL14124,5.005884358844531
VHL12586,6.5574964565494485
VHL12895,5.627721304961951
VHL18481,4.475257935465539
VHL11310,3.3873790693135803
VHL15810,6.386274740783049
VHL16037,7.917412252952544
VHL19627,28.121107073154295
VHL11152,17.982777798566616
VHL17698,23.514674594542516
VHL19815,60.792305669117056
VHL18192,2.856752645934588
VHL19720,4.144390854787925
VHL11686,10.066543965862484
VHL18649,7.06023889506501
VHL12765,7.2462265944929
VHL10026,16.547202896288194
VHL11001,8.781164164535065
VHL13433,10.819291086362552
VHL17827,4.475257935465539
VHL12344,5.627721304961951
VHL17308,31.029056615794428
VHL18722,2.856752645934588
VHL17199,7.2462265944929
VHL15338,4.475257935465539
VHL16946,6.5296124716860175
VHL11039,2.856752645934588
VHL18017,11.349917509741545
VHL15945,17.89728851339913
VHL14724,4.475257935465539
VHL15314,30.57307254234188
VHL14276,4.642826720239766
VHL17883,3.0243214307088153
VHL14385,21.01369453852269
VHL18665,2.5258855652569743
VHL15936,60.595459528544716
VHL19518,5.830782847875676
VHL13530,2.5258855652569743
VHL17861,2.856752645934588
VHL10966,31.141723078751166
VHL11652,7.555570976262539
VHL16641,26.029936570370776
VHL12017,8.092434026591615
VHL14856,4.144390854787925
VHL16801,4.475257935465539
VHL16814,26.90841653002076
VHL13748,4.475257935465539
VHL13104,18.559067629108117
VHL10022,25.27091873912514
VHL14787,4.475257935465539
VHL19015,7.917412252952544
VHL11089,6.146363856595403
VHL13873,5.173453143618758
VHL15486,21.82579066878868
VHL13253,2.5258855652569743
VHL15232,2.5258855652569743
VHL18914,10.370082032311089
VHL14922,5.005884358844531
VHL14541,4.475257935465539
VHL15820,17.077829319667188
VHL10710,5.005884358844531
VHL11752,2.856752645934588
VHL13868,4.475257935465539
VHL17442,25.726902812577688
VHL14571,11.21130996995679
VHL17155,4.475257935465539
VHL11093,6.5296124716860175
VHL18280,4.308590017233665
VHL18425,4.642826720239766
VHL10175,2.856752645934588
VHL15307,8.535406453692993
VHL18062,7.06023889506501
VHL18972,4.408364743639507
VHL11185,6.924220588338215
VHL10343,5.994786180622663
VHL10450,5.694614496787983
VHL19621,6.026870033170456
VHL14502,4.642826720239766
VHL12768,5.943302313681678
VHL19922,9.224136591636439
VHL10824,16.54589799744867
VHL16646,9.086708488432029
VHL15462,6.026870033170456
VHL15801,7.2462265944929
VHL10322,7.112598549161165
VHL15613,9.00278542465791
VHL17756,5.005884358844531
VHL16186,16.752522509304825
VHL19061,4.475257935465539
VHL13446,26.976341069059995
VHL10599,7.112598549161165
VHL18255,16.752522509304825
VHL17948,9.535917542483492
VHL17616,2.5258855652569743
VHL17664,45.74250137120658
VHL18299,4.475257935465539
VHL18959,9.224136591636439
VHL10473,9.086708488432029
VHL17271,18.432048733310438
VHL19798,6.5574964565494485
VHL17935,56.555748404731965
VHL10245,22.97055667288299
VHL15041,6.055873186249375
VHL15001,6.026870033170456
VHL16287,3.3873790693135803
VHL13974,25.726902812577688
VHL15764,29.239736994744703
VHL18888,4.475257935465539
VHL14882,13.474155722317617
VHL19424,5.937065686731587
VHL13785,105.20488073016779
VHL10783,10.370082032311089
VHL19808,5.005884358844531
VHL18890,12.038647647684996
VHL13440,5.694614496787983
VHL13285,7.555570976262539
VHL18805,31.029056615794428
VHL18550,2.5258855652569743
VHL10061,7.162658875004122
VHL18522,26.485920643823324
VHL16813,5.44173360553406
VHL11036,10.370082032311089
VHL12107,25.726902812577688
VHL17826,18.559067629108117
VHL14449,2.856752645934588
VHL14938,4.408364743639507
VHL14098,11.349917509741545
VHL19241,5.943302313681678
VHL17856,4.475257935465539
VHL18900,7.917412252952544
VHL11133,9.224136591636439
VHL11687,17.077829319667188
VHL12719,2.856752645934588
VHL15531,4.475257935465539
VHL17329,46.197843452648925
VHL16806,2.856752645934588
VHL11582,2.856752645934588
VHL16362,4.408364743639507
VHL11119,5.943302313681678
VHL13806,28.05318253411506
VHL11733,3.3873790693135803
VHL18959,70.09610259998367
VHL17287,4.408364743639507
VHL11709,6.130463743477512
VHL19793,4.475257935465539
VHL19880,4.475257935465539
VHL19964,21.544320961901683
VHL12784,18.51340422194561
VHL17371,9.680172457787293
VHL12439,2.856752645934588
VHL16652,6.57777225809781
VHL17836,10.370082032311089
VHL16597,9.586591327826605
VHL18707,7.020744685199184
VHL16683,7.555570976262539
VHL15365,3.0243214307088153
VHL13507,6.130463743477512
VHL14459,23.514674594542516
VHL19300,6.130463743477512
VHL18418,9.59280468042584
VHL15350,4.475257935465539
VHL15927,5.005884358844531
VHL12985,11.349917509741545
VHL10426,36.88179030551711
VHL10506,6.026870033170456
VHL11042,24.659440598636817
VHL18043,4.475257935465539
VHL16258,7.555570976262539
VHL19326,6.5574964565494485
VHL15424,10.755274103805936
VHL19014,6.026870033170456
VHL11310,7.7489690330084615
VHL12927,7.162658875004122
VHL10082,6.026870033170456
VHL10068,14.866371773443067
VHL13660,4.475257935465539
VHL18810,6.5296124716860175
VHL17666,23.330595008945863
VHL18022,4.475257935465539
VHL11237,16.752522509304825
VHL17240,12.038647647684996
VHL13512,7.06023889506501
VHL10596,45.28651729775403
VHL10073,10.819291086362552
VHL13719,2.690084727702714
VHL10077,2.856752645934588
VHL13151,4.911107182155068
VHL12499,6.026870033170456
VHL18832,25.27091873912514
VHL16790,7.555570976262539
VHL13880,45.74250137120658
VHL19448,5.173453143618758
VHL15860,5.694614496787983
VHL14538,7.605631302105493
VHL16505,9.481217746095256
VHL11544,16.547202896288194
VHL19830,7.112598549161165
VHL10194,5.173453143618758
VHL15744,5.005884358844531
VHL10957,5.327844579661362
VHL12568,5.005884358844531
VHL19448,11.349917509741545
VHL14417,4.308590017233665
VHL10368,10.370082032311089
VHL10806,2.856752645934588
VHL17414,8.535406453692993
VHL14892,4.475257935465539
VHL17933,8.535406453692993
VHL15852,30.370083004538238
VHL10505,25.00598743641916
VHL18345,25.27091873912514
VHL13294,7.112598549161165
VHL18253,9.086708488432029
VHL17152,7.06023889506501
VHL12883,56.35252569022687
VHL16101,8.004780030314
VHL15563,12.038647647684996
VHL10313,3.2273829736225403
VHL18291,2.690084727702714
VHL13553,6.57777225809781
VHL11440,4.475257935465539
VHL15887,7.561807603212627
VHL17489,16.752522509304825
VHL16271,7.917412252952544
VHL15007,50.492658847878175
VHL15329,11.349917509741545
VHL13826,14.916312352329454
VHL11568,6.026870033170456
VHL13578,4.475257935465539
VHL16302,3.3873790693135803
VHL12677,6.026870033170456
VHL18866,5.694614496787983
VHL11976,4.308590017233665
VHL17817,23.40571673798828
VHL16893,4.475257935465539
VHL11075,3.3873790693135803
VHL14865,8.29346357720681
VHL13535,4.144390854787925
VHL16299,31.029056615794428
VHL19327,2.856752645934588
VHL10055,4.475257935465539
VHL14258,7.917412252952544
VHL11527,4.475257935465539
VHL17682,7.520857767380125
VHL10073,2.856752645934588
VHL14599,25.00598743641916
VHL15495,4.911107182155068
VHL13387,3.0243214307088153
VHL19505,5.005884358844531
VHL16307,4.144390854787925
VHL11034,65.57307511908277
VHL13625,4.862742871705891
VHL19623,6.5574964565494485
VHL10838,2.690084727702714
VHL11711,6.674958287675862
VHL14148,4.144390854787925
VHL15745,2.7289471081706993
VHL15705,4.475257935465539
VHL14767,18.432048733310438
VHL10108,4.475257935465539
VHL17818,4.376280891091714
VHL18324,6.5574964565494485
VHL19741,13.183413651779304
VHL11815,7.112598549161165
VHL18939,8.551882197368673
VHL18042,2.5258855652569743
VHL13176,2.856752645934588
VHL16859,5.492043742107102
VHL14405,4.0761092072570335
VHL14751,26.277252952963465
VHL18416,3.8735384525761525
VHL13952,7.06023889506501
VHL14726,4.475257935465539
VHL11889,7.020744685199184
VHL12851,18.222595323761492
VHL12862,6.026870033170456
VHL14262,4.475257935465539
VHL13520,7.2462265944929
VHL14967,6.386274740783049
VHL14728,13.709549135077259
VHL15340,7.561807603212627
VHL14760,6.026870033170456
VHL18498,3.3873790693135803
VHL18440,5.694614496787983
VHL18477,7.7489690330084615
VHL16456,7.7489690330084615
VHL19596,4.475257935465539
VHL19616,16.097993842236736
VHL12885,16.097993842236736
VHL13080,3.3873790693135803
VHL10988,7.112598549161165
VHL16251,4.475257935465539
VHL16941,5.994786180622663
VHL19708,8.781164164535065
VHL13116,26.90841653002076
VHL17823,5.173453143618758
VHL14587,10.755274103805936
VHL16807,4.475257935465539
VHL15706,6.5574964565494485
VHL19568,7.020744685199184
VHL12877,25.27091873912514
VHL16412,2.856752645934588
VHL18036,48.02660654518727
VHL16860,19.576814737404746
VHL14755,3.3873790693135803
VHL19234,20.39955495780738
VHL13272,4.475257935465539
VHL16892,2.690084727702714
VHL17413,12.038647647684996
VHL18817,2.856752645934588
VHL11681,7.020744685199184
VHL10192,40.16797366563686
VHL16374,6.5574964565494485
VHL17630,8.781164164535065
VHL15610,2.856752645934588
VHL11364,4.475257935465539
VHL13136,17.077829319667188
VHL10038,7.06023889506501
VHL12580,6.026870033170456
VHL14253,6.9169011641620415
VHL17421,18.559067629108117
VHL15458,3.3873790693135803
VHL12574,14.661052160426433
VHL14109,8.535406453692993
VHL15943,5.173453143618758
VHL17404,5.005884358844531
VHL14940,10.755274103805936
VHL16625,10.755274103805936
VHL12066,4.408364743639507
VHL12899,7.46820319890108
VHL11652,6.5574964565494485
VHL17554,88.71993722959691
VHL11567,7.722538262192114
VHL10163,4.642826720239766
VHL10355,10.066543965862484
VHL12041,5.005884358844531
VHL13416,9.086708488432029
VHL15974,3.3873790693135803
VHL12082,5.694614496787983
VHL12319,4.0761092072570335
VHL12556,4.475257935465539
VHL18675,4.911107182155068
VHL13381,2.5258855652569743
VHL14325,46.65382752610147
VHL15875,4.475257935465539
VHL10638,4.408364743639507
VHL10544,4.475257935465539
VHL11654,2.856752645934588
VHL14423,2.5258855652569743
VHL14569,7.020744685199184
VHL15007,2.856752645934588
VHL18221,22.5892102771784
VHL10785,2.856752645934588
VHL16546,4.144390854787925
VHL19173,8.781164164535065
VHL11731,10.370082032311089
VHL18180,5.627721304961951
VHL19452,4.911107182155068
VHL16163,8.551882197368673
VHL14877,5.005884358844531
VHL10102,44.78862552496461
VHL16046,12.038647647684996
VHL13684,17.242759846331033
VHL18749,46.65382752610147
VHL15304,8.092434026591615
VHL10117,40.21872604234997
VHL19957,4.0761092072570335
VHL19132,4.475257935465539
VHL15383,9.086708488432029
VHL10136,20.39955495780738
VHL17919,3.3873790693135803
VHL11444,3.3873790693135803
VHL18795,17.077829319667188
VHL12062,6.5296124716860175
VHL15890,10.7005743074177
VHL17372,45.28651729775403
VHL12038,8.535406453692993
VHL19368,2.690084727702714
VHL10476,5.005884358844531
VHL14079,3.0243214307088153
VHL10401,4.475257935465539
VHL12810,30.042446118962886
VHL19466,2.856752645934588
VHL15757,5.173453143618758
VHL15894,2.856752645934588
VHL18056,8.092434026591615
VHL16634,4.475257935465539
VHL16608,4.308590017233665
VHL19831,4.144390854787925
VHL13863,10.066543965862484
VHL11159,5.627721304961951
VHL15412,16.54589799744867
VHL10730,5.005884358844531
VHL17248,4.475257935465539
VHL16421,11.349917509741545
VHL11328,6.5574964565494485
VHL18439,7.561807603212627
VHL12340,6.57777225809781
VHL10461,5.005884358844531
VHL15024,4.475257935465539
VHL11850,16.752522509304825
VHL16423,16.547202896288194
VHL16427,9.224136591636439
VHL13444,2.856752645934588
VHL16609,2.856752645934588
VHL11522,8.29346357720681
VHL11433,19.318085460353753
VHL15853,3.3873790693135803
VHL14168,3.0598141888483132
VHL19004,13.0011697723062
VHL10827,25.27091873912514
VHL19998,5.694614496787983
VHL14997,2.856752645934588
VHL15827,7.112598549161165
VHL18844,2.856752645934588
VHL10076,7.112598549161165
VHL16342,2.5258855652569743
VHL19420,4.308590017233665
VHL12762,4.959266968566861
VHL16916,2.856752645934588
VHL10660,5.694614496787983
VHL18142,9.835255741247733
VHL13721,5.005884358844531
VHL18101,5.694614496787983
VHL11732,3.3873790693135803
VHL14351,5.005884358844531
VHL16617,4.475257935465539
VHL13840,5.494093259630215
VHL10596,4.308590017233665
VHL19148,2.856752645934588
VHL16845,10.755274103805936
VHL17262,8.781164164535065
VHL17801,7.112598549161165
VHL18039,23.514674594542516
VHL15369,8.781164164535065
VHL14483,5.005884358844531
VHL19700,9.086708488432029
VHL15877,17.18021191795301
VHL15552,9.086708488432029
VHL18756,11.349917509741545
VHL10301,11.349917509741545
VHL17678,3.0243214307088153
VHL17604,2.856752645934588
VHL17969,46.65382752610147
VHL17089,7.7489690330084615
VHL13239,75.81612792231056
VHL12466,6.026870033170456
VHL16020,12.038647647684996
VHL15014,5.994786180622663
VHL13302,4.475257935465539
VHL17986,5.173453143618758
VHL14724,7.2462265944929
VHL15147,4.959266968566861
VHL15325,3.0598141888483132
VHL16131,7.46820319890108
VHL14868,2.5258855652569743
VHL15382,20.39955495780738
VHL12164,6.5574964565494485
VHL11723,5.005884358844531
VHL14888,4.475257935465539
VHL17997,4.475257935465539
VHL11576,6.026870033170456
VHL16048,4.911107182155068
VHL17795,7.2462265944929
VHL15642,5.937065686731587
VHL13953,13.162514257371647
VHL10189,12.038647647684996
VHL13338,5.494093259630215
VHL19247,46.65382752610147
VHL16429,12.494683513835852
VHL10272,4.475257935465539
VHL12716,4.475257935465539
VHL12652,9.57683712108587
VHL13545,21.01369453852269
VHL11323,4.475257935465539
VHL15121,17.18021191795301
VHL17568,16.752522509304825
VHL11886,5.005884358844531
VHL17402,9.224136591636439
VHL10243,9.032008692043792
VHL13407,4.475257935465539
VHL12149,3.3873790693135803
VHL11037,7.555570976262539
VHL17924,13.970268249974508
VHL12180,10.819291086362552
VHL14683,6.5574964565494485
VHL18920,4.308590017233665
VHL12024,4.376280891091714
VHL13968,86.49096066952494
VHL11079,2.856752645934588
VHL14355,2.856752645934588
VHL11824,2.856752645934588
VHL19942,5.005884358844531
VHL12917,51.629841387079715
VHL15326,36.88179030551711
VHL13585,4.475257935465539
VHL12069,5.005884358844531
VHL17056,8.781164164535065
VHL10515,8.092434026591615
VHL16435,4.475257935465539
VHL17564,2.856752645934588
VHL18798,4.475257935465539
VHL10222,5.173453143618758
VHL17645,4.475257935465539
VHL10810,2.5258855652569743
VHL14216,3.0598141888483132
VHL13799,5.694614496787983
VHL19965,4.475257935465539
VHL18568,9.224136591636439
VHL17957,5.694614496787983
VHL11023,7.06023889506501
VHL17797,5.005884358844531
VHL16174,29.239736994744703
VHL15112,4.308590017233665
VHL10167,4.475257935465539
VHL18749,5.005884358844531
VHL16276,8.205004899159311
VHL15593,16.693865627971256
VHL18474,5.114168725068793
VHL13000,7.162658875004122
VHL10796,6.481248161236841
VHL16443,36.88179030551711
VHL13954,8.781164164535065
VHL12761,7.020744685199184
VHL17916,8.448038676331532
VHL13145,14.232791841099873
VHL19331,18.559067629108117
VHL15623,17.077829319667188
VHL13922,13.183413651779304
VHL11222,4.642826720239766
VHL15425,13.183413651779304
VHL19072,3.3873790693135803
VHL18649,9.224136591636439
VHL14730,2.690084727702714
VHL12512,14.88732050816796
VHL18486,2.5258855652569743
VHL13182,5.994786180622663
VHL19735,7.555570976262539
VHL13370,30.57307254234188
VHL15038,16.752522509304825
VHL13034,4.475257935465539
VHL16581,17.077829319667188
VHL12113,9.086708488432029
VHL16914,17.077829319667188
VHL18231,23.514674594542516
VHL14192,4.911107182155068
VHL10404,4.642826720239766
VHL10084,29.770363418123697
VHL13855,25.726902812577688
VHL14027,4.475257935465539
VHL16209,4.144390854787925
VHL11144,28.424718468147482
VHL18646,4.911107182155068
VHL16431,6.5574964565494485
VHL16873,5.005884358844531
VHL19594,21.628523858680747
VHL18630,6.5296124716860175
VHL17288,6.386274740783049
VHL13113,7.917412252952544
VHL18865,8.004780030314
VHL18260,7.46820319890108
VHL13198,10.007129250286878
VHL11475,5.005884358844531
VHL18584,10.755274103805936
VHL14768,30.57307254234188
VHL16073,5.005884358844531
VHL15742,4.475257935465539
VHL18879,2.5258855652569743
VHL12038,4.642826720239766
VHL19728,9.835255741247733
VHL17986,3.3873790693135803
VHL18819,3.3873790693135803
VHL12225,2.5258855652569743
VHL19157,6.026870033170456
VHL19615,5.005884358844531
VHL17175,4.308590017233665
VHL13050,9.835255741247733
VHL13123,2.690084727702714
VHL16065,2.856752645934588
VHL12484,2.856752645934588
VHL11338,11.900040107900242
VHL17289,4.408364743639507
VHL15447,4.911107182155068
VHL18803,7.06023889506501
VHL18294,5.173453143618758
VHL15133,5.627721304961951
VHL10657,4.475257935465539
VHL10619,6.5574964565494485
VHL17912,16.693865627971256
VHL18164,6.5574964565494485
VHL14504,4.408364743639507
VHL18885,6.026870033170456
VHL10118,5.173453143618758
VHL17852,4.475257935465539
VHL18834,8.004780030314
VHL11508,10.054623496794214
VHL17633,3.0598141888483132
VHL15893,6.026870033170456
VHL14089,16.752522509304825
VHL18800,56.72771161620235
VHL12314,2.856752645934588
VHL18047,16.752522509304825
VHL11118,4.076599995489877
VHL17922,5.327844579661362
VHL17121,2.856752645934588
VHL13960,6.57777225809781
VHL15350,6.146363856595403
VHL17939,5.173453143618758
VHL11888,6.026870033170456
VHL17044,5.005884358844531
VHL10290,35.04295595970953
VHL19497,11.349917509741545
VHL17807,9.535917542483492
VHL11467,81.0645701938032
VHL14703,25.726902812577688
VHL17518,6.5574964565494485
VHL19578,4.475257935465539
VHL10425,18.222595323761492
VHL11304,2.5258855652569743
VHL10086,6.5296124716860175
VHL19512,3.0598141888483132
VHL13350,5.305715298807263
VHL12694,55.89654161677432
VHL12838,56.35252569022687
VHL16255,2.856752645934588
VHL15196,11.96405709045686
VHL16844,7.112598549161165
VHL10977,7.112598549161165
VHL18145,8.535406453692993
VHL12297,4.475257935465539
VHL15274,7.6712647418148014
VHL15478,7.555570976262539
VHL16940,5.005884358844531
VHL14407,4.144390854787925
VHL19544,6.5296124716860175
VHL10519,23.330595008945863
VHL16928,2.856752645934588
VHL11692,5.402239395668232
VHL15180,6.57777225809781
VHL19040,6.386274740783049
VHL11628,4.642826720239766
VHL19845,3.8735384525761525
VHL16574,72.87139052886987
VHL14807,9.032008692043792
VHL11188,19.576814737404746
VHL18077,45.28651729775403
VHL14836,4.475257935465539
VHL13406,4.144390854787925
VHL18365,2.690084727702714
VHL18328,2.5258855652569743
VHL14695,4.308590017233665
VHL12724,8.004780030314
VHL10202,4.475257935465539
VHL12815,3.0598141888483132
VHL12630,19.79806095366529
VHL14283,10.755274103805936
VHL18698,4.475257935465539
VHL10141,5.005884358844531
VHL16204,7.06023889506501
VHL11310,7.561807603212627
VHL18878,4.642826720239766
VHL19310,6.5296124716860175
VHL18219,5.994786180622663
VHL13108,5.005884358844531
VHL14070,38.898544457864396
VHL16891,5.627721304961951
VHL10398,4.475257935465539
VHL12755,4.475257935465539
VHL12995,5.005884358844531
VHL12158,5.627721304961951
VHL17814,25.726902812577688
VHL15098,3.3873790693135803
VHL13066,16.547202896288194
VHL13362,4.308590017233665
VHL13443,2.856752645934588
VHL18173,2.856752645934588
VHL16277,16.547202896288194
VHL17380,5.694614496787983
VHL18129,6.026870033170456
VHL11891,2.856752645934588
VHL11042,7.112598549161165
VHL16137,6.026870033170456
VHL13400,2.856752645934588
VHL19399,17.077829319667188
VHL16723,4.959266968566861
VHL12416,9.535917542483492
VHL10350,3.0243214307088153
VHL13811,2.5258855652569743
VHL13916,5.173453143618758
VHL11857,5.220875211351339
VHL12040,4.243677992031261
VHL10872,9.535917542483492
VHL14351,24.659440598636817
VHL18230,6.150650362938836
VHL14851,19.868928534428385
VHL19426,7.2462265944929
VHL12795,6.026870033170456
VHL16882,25.726902812577688
VHL15924,5.492043742107102
VHL10807,2.856752645934588
VHL10611,4.475257935465539
VHL15296,4.475257935465539
VHL11333,5.937065686731587
VHL18616,4.475257935465539
VHL15633,5.627721304961951
VHL15157,2.7289471081706993
VHL16982,2.856752645934588
VHL13879,25.726902812577688
VHL17585,5.005884358844531
VHL13116,3.0598141888483132
VHL16982,4.475257935465539
VHL18017,7.555570976262539
VHL19155,14.232791841099873
VHL19997,3.0243214307088153
VHL19660,5.994786180622663
VHL19990,6.5296124716860175
VHL13582,3.0598141888483132
VHL15998,10.370082032311089
VHL13285,2.856752645934588
VHL16586,3.3873790693135803
VHL15120,5.494093259630215
VHL14954,7.112598549161165
VHL18066,2.856752645934588
VHL13559,5.114168725068793
VHL14707,9.086708488432029
VHL12562,7.555570976262539
VHL15527,3.0243214307088153
VHL12878,6.5296124716860175
VHL12507,4.144390854787925
VHL14699,2.856752645934588
VHL14730,10.755274103805936
VHL16614,6.5574964565494485
VHL13024,7.112598549161165
VHL19915,8.551882197368673
VHL13101,4.475257935465539
VHL13052,4.475257935465539
VHL19820,46.65382752610147
VHL11562,4.144390854787925
VHL16424,21.628523858680747
VHL10876,10.066543965862484
VHL12199,6.026870033170456
VHL17320,7.112598549161165
VHL13599,3.3873790693135803
VHL15761,4.959266968566861
VHL12114,2.690084727702714
VHL14797,3.0598141888483132
VHL10360,13.474155722317617
VHL11344,17.077829319667188
VHL13709,2.856752645934588
VHL19962,24.01222554145441
VHL11021,5.005884358844531
VHL11988,7.2462265944929
VHL18459,5.005884358844531
VHL12547,7.112598549161165
VHL17688,12.038647647684996
VHL10267,27.35914503097405
VHL17363,10.755274103805936
VHL19946,10.066543965862484
VHL17698,5.1623285114805855
VHL10234,2.856752645934588
VHL13897,18.559067629108117
VHL13543,2.856752645934588
VHL11002,7.555570976262539
VHL19102,4.642826720239766
VHL17633,74.55218726153613
VHL18124,5.694614496787983
VHL16120,4.475257935465539
VHL19186,7.555570976262539
VHL18664,5.830782847875676
VHL17083,46.197843452648925
VHL13077,7.555570976262539
VHL17267,6.026870033170456
VHL18565,16.097993842236736
VHL13814,11.050379862228581
VHL18967,16.097993842236736
VHL13503,6.130463743477512
VHL13644,2.856752645934588
VHL17079,3.3873790693135803
VHL15239,7.06023889506501
VHL17245,2.856752645934588
VHL10153,81.0645701938032
VHL19693,4.144390854787925
VHL10773,3.0598141888483132
VHL11413,4.475257935465539
VHL10223,15.191678583805425
VHL18530,2.856752645934588
VHL12551,6.386274740783049
VHL17602,5.402239395668232
VHL13375,21.82579066878868
VHL13337,23.514674594542516
VHL18551,10.819291086362552
VHL17882,4.475257935465539
VHL17761,5.494093259630215
VHL12646,4.911107182155068
VHL15219,9.032008692043792
VHL14365,7.112598549161165
VHL16915,3.7093392901304125
VHL10906,3.0243214307088153
VHL13513,3.0243214307088153
VHL14542,7.112598549161165
VHL14200,6.026870033170456
VHL18013,9.086708488432029
VHL14772,8.893735037102765
VHL13641,8.781164164535065
VHL15001,4.408364743639507
VHL10409,5.937065686731587
VHL12698,7.46820319890108
VHL14128,5.005884358844531
VHL10621,4.308590017233665
VHL13729,9.224136591636439
VHL16191,9.535917542483492
VHL11188,8.092434026591615
VHL14810,20.39955495780738
VHL16357,2.5258855652569743
VHL18353,4.475257935465539
VHL15843,4.959266968566861
VHL10210,4.376280891091714
VHL17457,5.005884358844531
VHL11022,8.535406453692993
VHL16541,4.408364743639507
VHL17647,4.0761092072570335
VHL11229,33.05089085888042
VHL17996,4.0761092072570335
VHL17089,2.856752645934588
VHL19543,10.066543965862484
VHL19715,29.40959807530841
VHL17944,7.06023889506501
VHL16820,23.514674594542516
VHL14857,11.514848036405397
VHL17512,4.408364743639507
VHL16649,10.755274103805936
